INT	STRING
74	ĞÕi khoái nhân tâm, th§t sñ là anh hùng A!
75	Không h± là anh hùng, vì dân tr× hÕi A!
76	Này ğó bÕi hoÕi, ngày thß¶ng th¸t bò dân chúng, th§t sñ là giäi h§n!
77	C¥n Ngã h² trş tiªp ğón mµt tiªng!
78	Th§t là Häo võ công!
79	Nh¤t chiêu nh¤t thÑc ğ«u b¸ Kiªn phong cách quı phái, bµi phøc!
80	Ğoàn Dñ ca ca Hoà Mµc tÖ tÖ ğã b¸ nh¯t tÕi n½i này.
81	Nhà ğá cØa cái kia ThÕch Cäm Ğß½ng Ğích bên cÕnh Hæu khe h·, có th¬ Thung n½i ğó nghe ğßşc Ğoàn Dñ ca ca Ğích thanh âm, Dã có th¬ Thung n½i ğó nói chuy®n cho h¡n nghe.
82	Vß½ng Cô Nß½ng, Vß½ng Cô Nß½ng, ğ¸ch nhân ğ«u ğánh chªt Li­u!
83	V¸ t¤t Ğô ğã chªt.
84	V¸ cô nß½ng này Thân Trung C½ Ğµc, tÑ chi m®t möi, không th¬ hành t¦u, m¶i ngß½i Hành Cá phß½ng ti®n, Tß¾ng Tha ğu±i v« Thái H° MÕn Ğà S½n Trang cüa nàng trong nhà.
85	Ngã vì cái gì Yêu Hành này phß½ng ti®n? Tây HÕ Chinh Ğông ĞÕi tß¾ng quân Ban HÕ quân l®nh, là ai C¥m Ğáo v¸ này bác h÷c ğa tài Ğích cô nß½ng, ban cho Hoàng Kim Thiên Lßşng, Quan Phong vÕn hµ h¥u.
86	Vß½ng Cô Nß½ng, tÕi hÕ vô nång, không th¬ hµ t¯ng cô nß½ng h°i phü, th§t sñ h± th©n. Ngày khác cô nß½ng vinh quy Bäo Phü, Dß Linh bi¬u huynh thành thân m×ng rŞ, ğ×ng quên TÕi MÕn Ğà S½n Trang tÕi hÕ tñ tay tr°ng Ğích Na vài c÷ng hoa s½n trà cÕnh, Kiêu Thßşng vài chén rßşu, xem nhß tÕi hÕ hét lên cüa ngß½i rßşu m×ng.
87	Ngß½i ğ×ng giªt h¡n!
88	Giá H÷ Ğoàn Ğích ğ¯i v¾i ngß½i thñc tÕi không t°i, Nhî Ğ¯i Giá H÷ Ğoàn Ğích cûng là m¯i tình th¡m thiªt A.
89	Tha nªu vì Ngã mà chªt, Ngã tñ nhiên quyªt ı vì h¡n báo thù.
90	Ngß½i nói l¶i này quyªt không h¯i h§n?
91	Quyªt không h¯i h§n.
92	Ha ha!
93	Ki«u Phong! Nhî mu¯n t¾i Ğích tin tÑc, Bào Thiên Linh ğã nói cho chúng ta biªt Li­u. Hi®n tÕi Tø Hi«n Trang Lı Ğích ba tråm nhi«u ngß¶i, m²i ngß¶i ğ«u mu¯n giªt ngß½i Nhi n±i danh L§p M£c. Nhî tuy®t ğ¯i không th¬ Nång là b÷n h¡n Ğích ğ¯i thü Ğích. Ği nhanh ği!
94	V¸ này A Chu cô nß½ng b¸ tr÷ng thß½ng, ğß½ng kim thª gian, tr× bö Tiªt Th¥n Y NgoÕi, không ngß¶i lÕi có th¬ Y Ğ¡c.
95	Ki«u Phong, nªu ngß½i không ği, bß¾c ği không ğßşc Li­u! Nhî tuy r¢ng Vi Cái Bang Kiªn HÕ vô s¯ công lao, Ğãn qu¯c gia ğÕi nghîa làm tr÷ng, ğó là Cái Bang Huynh Ğ®, ğ¯i v¾i ngß½i Dã l¤y mµt s¨ không dß¾i tay khoan dung!
96	Ğa tÕ T× Trß½?ng La~o häo ı. Ki«u M² nh¤t ğ¸nh phäi Thïnh Tiªt Th¥n Y C¤p A Chu tr¸ thß½ng, ngoài ra, Canh Vô lo l¡ng!
97	B® hÕ, phän quân tuy r¢ng ngß¶i ğông thª mÕnh, lß½ng thäo sung túc, Ğãn quân tâm cûng không cüng c¯, không nên ğánh lâu. Dî $Ntrinh sát Ğáo ğích tình Hu¯ng ğªn xem, Thß½ng Mang S½n Tây s½n ğÕo có r¤t ĞÕi Ğích ch² h±ng Ğích. Ngã có th¬ bäo hµ b® hÕ, t× n½i này ğào t¦u. Tái Ğ° tr¸ li®u.
98	Huynh Ğ®, ngß½i nói Ğích r¤t ğúng, Ğãn tr½ m¡t chúng ta hay không Nång Xanh Ğ¡c Quá ngày mai, Ğô r¤t khó Giäng. Nhî TÕi nam tri«u th¶i gian lâu dài, không biªt chúng ta Liêu Qu¯c quy cü, Trçm nªu là ğào t¦u Li­u, hoàng ğª uy danh Ti®n không còn næa t°n tÕi.
99	Trçm mu¯n tìm mµt cái tin c§y ngß¶i, Tß¾ng Thánh Chï ğßa cho NhÕn B¡c Ğích Gia Lu§t Dß Ğ± Nguyên soái, Thïnh Tha xu¤t binh c¥n vß½ng. Tha T¢ng nhi«u l¥n khuyên bäo Vu Trçm, S· vß½ng v¸ Cao Quy«n Trùng, ngày sau T¤t Phän, Trçm nhßng không có nghe h¡n Ğích, th§t sñ là h± th©n A.
100	LoÕn th¥n Hß¾ng b® hÕ thïnh tµi, C¥u b® hÕ xót thß½ng.
101	Huynh Ğ®, ngß½i nói Ğang nhß thª nào?
102	Phän quân ngß¶i ğông thª mÕnh, Tu Ğang yên ±n quân tâm, C¥u b® hÕ ğ£c xá Hoàng Thái Thúc tØ tµi, làm cho m÷i ngß¶i yên tâm.
103	T¯t l¡m, t¯t l¡m, hªt thäy Y Nhî, hªt thäy Y Nhî.
104	B¡c vi®n ĞÕi vß½ng, Nhî truy«n xu¯ng Thánh Chï, Phong Tiêu Phong Vi S· Vß½ng, Quan Cß Nam Vi®n ĞÕi vß½ng, ğ¯c su¤t phän quân, tr· v« Thßşng Kinh.
105	ĞoÕn Tiên Sinh, Giá Nh¤t Trß¾c Khß¾c nhìn ngß½i nhß thª nào phá giäi?
106	ĞoÕn thí chü, Nhî m¾i ğ¥u Th§p Trß¾c T¦u chính là Chính Trß¾c, ğ® th§p nh¤t Trß¾c Kh·i, ği vào Li­u cØa bên, càng chÕy Vi®t Thiên, r¯t cuµc khó có th¬ cÑu lÕi Li­u.
107	Nhî Phái Thiªu Lâm Th¸ danh môn chính tông, Y Nhî chính ğÕo, r°i lÕi nhß thª nào giäi pháp?
108	Giá ván c¶ Tñ Chính Phi Chính, Tñ Tà Phi Tà, Døng chính ğÕo Th¸ không giäi ğßşc Ğích, Ğãn Nhßşc Thu¥n T¦u nét bút nghiêng, nhßng cûng không ğßşc!
109	Ti«n Vô ğß¶ng ği, H§u Hæu truy binh, Chính cûng không phäi, Tà cûng không phäi, Na Khä Nan Dã!
110	Ğúng v§y! Mµt ngß¶i Do Chính Nh§p Tà D¸ch, cäi tà quy chính Nan, Nhî cä ğ¶i này A, nh¤t ğ¸nh Th¸ b¸ hüy, b¸ hüy, b¸ hüy! Ai, ğáng tiªc, nh¤t th¤t túc thành thiên c± h§n, còn mu¯n quay ğ¥u, Na cûng là không th¬ Li­u!
111	Ngã Dî ĞÕi Lı Qu¯c hoàng tØ tôn sß, hôm nay nghèo túng giang h°, lßu lÕc Ğáo Giá Bµ ğ¤t vß¶n, th§t sñ th©n v¾i li®t t± li®t tông. Không b¢ng tñ sát Li­u Ba.
112	Không b¢ng tñ sát Li­u Ba……
113	Ngã Lai c·i bö Giá ván c¶!
114	H° nháo, h° nháo, Nhî Tñ Ği«n mµt mÕch, chính mình giªt chªt mµt kh¯i BÕch KÏ, nào có bñc này ch½i c¶ Ğích bi®n pháp?
115	Tiên sß D¸ M®nh, ThØ Cøc b¤t lu§n ngß¶i nào, Quân Khä Nh§p Cøc. Ti¬u sß phø Giá Nh¤t Trß¾c tuy r¢ng ı nghî kÏ lÕ, T±ng cûng là Nh§p Cøc Ğích Nh¤t Trß¾c.
116	Ti¬u th¥n tång thiên phú anh tài, th§t ğáng m×ng. M¶i vào H§u c.
117	Quı không dám nh§n, Quı không dám nh§n.
118	Ngß½i nói Hoang, sß ca nhß thª nào s¨ thích Nhî Giá Chu nho!
119	Sß bá, sß thúc Tha gi¯ng nhß ğã không ğßşc.
120	Häo, Häo, Ti¬u ti®n nhân r¯t cøc Tiên Ngã mà chªt, cüa ta ĞÕi Thù ğã Báo Li­u, ha ha, ha ha……
121	Hß Trúc, các hÕ Tiêu Dao Phái Ğích Chß·ng Môn Nhân, Ngã Hñu ğã xem Sinh TØ Phù, Thiên S½n Chiªt Mai Thü, Thiên S½n Løc Hşp Chß·ng ĞÆng liên can công phu truy«n cho ngß½i, Thung hôm nay Kh·i, Nhî ğó là Linh ThÑu Cung Phái Thiên S½n Ğích chü nhân, Linh ThÑu Cung……Linh ThÑu Cung chín ngày CØu Bµ Ğích nô tÏ, sinh tØ m£c cho Nhî İ.
122	Sß bá, sß bá, này tråm tri®u không th¬……
123	Ha ha, cái kia trong mµng cô nß½ng, Nhî có nghî là Kiªn? Nhî Ğáp không ğáp Doãn Ngã T¯ Linh ThÑu Cung Ğích chü nhân?
124	Này……Ngã……Tß·ng, Häo……Ngã ğ°ng ı……
125	T¯t l¡m! Nhî Tß¾ng Na BÑc tranh v¨ Nã Lai, Nhßşng Ngã thân thü Ti Cá n¤u nh×. Ngã Tái Vô quan tâm vi®c, Ti®n Khä chï ği¬m ngß½i ği T¥m Na trong mµng cô nß½ng Ğích cách.
126	Không phäi Tha, không phäi Tha, không phäi Tha! Ha ha, ha ha, ha ha!
127	H¡c h¡c, Sß Tï, chung quy là ngß½i ği trß¾c mµt bß¾c A……
128	A, sß thúc, Nhî nhß thª nào Hñu……Hñu s¯ng?
129	Hi«n ch¤t, Nhî Bä Na bÑc h÷a Nã lÕi ğây cho ta nhìn mµt cái, vì cái gì Sß Tï v×a khóc v×a cß¶i, không biªt nên khóc hay cß¶i Ğích Tây KhÑ?
130	Th¸ Tha, Th¸ Tha, Th¸ Tha! Ha ha, ha ha, ha ha!
131	Tha……là cüa ta ti¬u muµi TØ. Sß ca, Nhî chân chính Ái Ğích Nhân, là cüa ta ti¬u muµi TØ, hi®n tÕi Ngã m¾i chính thÑc Ğích hi¬u ğßşc Li­u.
132	Sß Tï, Nhî Ngã hai cái ğ«u là kë ğáng thß½ng, Ğô……Ğô……Giáo Giá Mµt lß½ng tâm Ğích c¤p cho!
133	N½i này ğó là công chúa ği®n hÕ Ğích Nµi thß phòng, Thïnh các v¸ tùy ı xem xét thi h÷a.
134	Công chúa ği®n hÕ Hæu Dø: Thß phòng trên vách ğá Kh¡c Hæu võ h÷c ğ° hình, Bi®t phái ngß¶i Sî không nên quan khán, này ğây Døng tranh chæ treo · trên vách ğá, Dî Gia che l¤p, không ng¶ vçn là có ngß¶i g£p ğßşc. Công chúa ği®n hÕ nói: Thïnh các v¸ ngàn vÕn l¥n không th¬ Hoäng Lßşng Hoä Thi®t, không th¬ ğá l¤y lØa ğánh lØa, nªu không Khüng Hæu hung hi¬m, chÑa nhi«u không ti®n. Công chúa ği®n hÕ có chút ngôn ngæ chï ği¬m chß v¸ Giai Khách nói rõ, trong bóng t¯i, r¤t có th¤t kính, Hoàn Thïnh các v¸ tha thÑ.
135	Công chúa ği®n hÕ Thïnh các v¸ ği vào Tây HÕ, nguyên là Yêu hµi kiªn Giai Khách. Công chúa Hi®n Hæu ba v¤n ğ«, Kính Thïnh các v¸ l¥n lßşt trä l¶i. Nªu là Hşp Li­u công chúa tâm ı, tñ nhiên Thïnh Kiªn.
136	ĞoÕn vß½ng tØ, xin höi Nhî cä ğ¶i bên trong, · ğ¸a phß½ng nào nh¤t Khoái LÕc tiêu dao?
137	TÕi mµt ngøm giªng cÕn Ğích nß¾c bùn bên trong!
138	Ha ha, ha ha!
139	Xin höi vß½ng tØ cuµc ğ¶i yêu nh¤t Ğích Nhân, tên g÷i là gì?
140	Th¸……Ngã yêu nh¤t Ğích, là ta phø thân, mø mø.
141	L®nh tôn l®nh ğß¶ng Ğích tß¾ng mÕo nhß thª nào? Hay không Dß vß½ng tØ có chút tß½ng tñ?
142	Cha ta Ta tÑ phß½ng khuôn m£t, mày r§m m¡t to, tß¾ng mÕo th§t là uy vû. KÏ th§t Tha Ğích tính tình Ğäo r¤t hòa thu§n……
143	Ğa tÕ vß½ng tØ, Thïnh vß½ng tØ bên này nghï ng½i.
144	Mµ Dung công tØ, xin höi công tØ cuµc ğ¶i · ğ¸a phß½ng nào nh¤t Khoái LÕc tiêu dao?
145	Ngã……mu¯n ta cäm th¤y ğßşc chân chính Khoái LÕc, ğó là tß½ng lai, không phäi quá khÑ.
146	Công tØ cuµc ğ¶i yêu nh¤t ngß¶i tên g÷i là gì?
147	Ngã không có gì yêu nh¤t ngß¶i.
148	Nói nhß thª Lai, Giá ğ® tam V¤n cûng không Døng höi. Thïnh Mµ Dung công tØ bên này nghï ng½i.
149	Xin höi Hß Trúc tiên sinh, bình sinh · ğ¸a phß½ng nào nh¤t Khoái LÕc tiêu dao?
150	Ai, TÕi mµt cái h¡c ám Ğích h¥m bång bên trong.
151	Tiên sinh cuµc ğ¶i yêu nh¤t ngß¶i tên g÷i là gì?
152	Ai! Ngã……Ngã không biªt v¸ kia cô nß½ng tên g÷i là gì.
153	Không biªt v¸ kia cô nß½ng Ğích tính danh, Na cûng không phäi C½ Sñ, nåm ğó hiªu tØ Ğ±ng Vînh nhìn th¤y b¥u tr¶i tiên næ hÕ phàm, cûng không Tri cüa nàng tính danh chi tiªt, Tñu Ái Thßşng Li­u Tha. Hß Trúc TØ tiên sinh, v¸ cô nß½ng này Ğích dung mÕo t¤t nhiên Th¸ xinh ğ©p phi phàm Li­u?
154	Tha dung mÕo nhß thª nào, ta cûng v§y cho t¾i bây gi¶ không phát hi®n Quá……
155	Cái gì? $N, Nhî cäm th¤y ğßşc Ngã ği ğßşc có ği¬m MÕn? Nhî phäi biªt r¢ng, Thß½ng S½n Ğích m£t ğ¤t Khä vçn chính là nhß v§y HoÕt Ğích.
156	Không c¥n Hi«m Vi­n, th¥n minh t×ng Viªt Quá Ğích, chúng ta chï c¥n ği ğß¶ng này, là có th¬ hoàn toàn tránh ği Tát L² Ğích hi¬u biªt.
157	Ách……cüa ta gi¥y Lı gi¯ng nhß Tiªn hÕt cát Li­u……Nhî ch¶ mµt chút……
158	Cüa ta Hài Ğái Hñu m·……$N, Nhî ğó là cái gì bi¬u tình? Ğßşc r°i, Ngã B¤t B¥n Li­u còn không ğßşc Ma.
159	Mu¯n g£p Ğáo Tát Mã Li­u Ma……$N, Tiên giúp ta Bä Giá Cån ğ¥u bÕc Phát rút Ba.
160	Phß½ng nào Cu°ng Ğ°, sao dám Tß S¤m công ğß¶ng?
161	Ngß¶i t¾i A! CÑu mÕng A! Có thích khách……
162	Häo hán tha mÕng……
163	Hñ, hñ, m®t möi, nghï ng½i mµt chút……
164	Cho các ngß½i nªm thØ, chút T¥m Dß½ng Giang Thßşng Ğích sóng gió Ba!
165	Xem ra Th¸ Cá r¤t mÕnh Ğích ğµi ngû Ni! Ngã cûng mu¯n c¯ lên Li­u Nga! #70#70
166	A, Ngã sinh khí LÕp! #15#15#15Ngã mu¯n cho các ngß½i biªt: Cüa ngß½i chính là cüa ta, cüa ta vçn là cüa ta!
167	Khi d­ Ngã mµt cái Ti¬u cô nß½ng, các ngß½i không ğßşc t¯t l¡m Hán! #13
168	Ğau quá A#13#13ngß¶i ta b¤t hòa Nhî ch½i LÕp! A……
169	Ách……sinh m®nh không nhi«u l¡m Li­u, Ngã Lai ch§m rãi tr¸ li®u mµt chút……hÆn là s¨ không B¸ ğánh gäy Ba!
170	B÷n ngß¶i kia không biªt s¯ng chªt, cüa ta tay ğ¤m Môn, hi®n tÕi Th¸ th¶i ği¬m ği ra Li­u!
171	Ha ha, ha ha! Thi¬m T¸ Ğê Ğích thái ği¬u tên! Xem chiêu Ba! !
172	Các huynh ğ®, ánh m¡t Ğô cho ta Phóng Lßşng mµt chút, Ngã Ğäo mu¯n nhìn ai dám Lai ğ¸a bàn cüa ta qu¤y r¯i.
173	Ân. T¯t l¡m! R¤t mÕnh ĞÕi!
174	Hôm nay ta có mµt loÕi không rõ Ğích dñ cäm, T±ng cäm giác s¨ có oan gia tìm t¾i cØa.
175	Huynh Ğ® b÷n tÖ muµi, nghï ng½i, nghï ng½i mµt h°i!
176	Phi Thiên Miêu biªn hình! Nga, không ğúng. Th¸ Vô Ğ¸ch Phi Thiên Miêu, biªn hình!
177	Ngã ğói bøng.
178	Ngã th§t sñ ğói bøng.
179	PhÕn ti«n tän bµ ån u¯ng Häo, sau khi ån xong tän bµ tiêu hóa Häo; Mang cho ti¬u ğ® T¦u v×a ği, thân th¬ khöe mÕnh LÕc tiêu dao.
180	Lão Nh¸, lão Tam, lão TÑ, lão ngû, chúng ta hşp th¬ Ba. Ha ha, hay nói giŞn Ğích!
181	Nguy®n Hµ Ğäo Th¥n Thú ğÕi ca Ğích quang huy vînh vi­n chúc phúc các ngß½i!
182	Các huynh ğ®, d×ng lÕi! Chung quanh không thích hşp, Ğô c¦n th§n mµt chút!
183	Ğ¸ch nhân lşi hÕi Ğích Kh¦n, Ngã ngån cän không ğßşc Li­u, mau t¾i Trş Ngã giúp mµt tay.
184	#c66ccffm÷i ngß¶i cùng nhau Lai tr§n ğ¤u thi chÕy Ba, xem ai chÕy nhanh! #77
185	#c66ccffnhân sinh trên ğ¶i, T¯i nhàn nhã chuy®n tình ch¾ quá Vu TÕi Hàn Ng÷c C¯c trung hoà con thö nhö cùng nhau chÕy bµ. #4Ngã th§t sñ là Nh¤t Chích hÕnh phúc Ğích Hùng A!
186	#c66ccffHanh, Lång Ba Vi Bµ Toán cái gì, #85nåm ğó nªu không phäi Ngã Lão Hùng hét lên Tiêu Dao TØ Ğích TØu, nh¤t th¶i hÑng kh·i, bß¾c ği Li­u vài bß¾c Hùng Ba Túy Bµ, nªu không nào có cái gì Lång Ba Vi Bµ. #7
187	#c66ccff#90mu¯n làm Niên Ngã Lão Hùng tung hoành Huy«n Võ Ğäo ba tråm Niên, ğ½n giän là không nghî qua là dùng Li­u mµt viên Trân Thú Hoàn Ğ°ng Ğan, Tñu biªn thành hi®n tÕi Giá Phó bµ dáng, th§t sñ là không m£t mûi ği ra ngoài g£p ngß¶i Li­u. #86
188	#c66ccffnªu không phäi Ngã Lão Hùng s¾m có Li­u thoái ¦n chi tâm, #17Na Võ Lâm Minh Chü Vu CØu Liên Liên Ngã ba chiêu Ğô Tiªp không ğßşc.
189	#c66ccfft¤t cä m÷i ngß¶i Th¸ t§p võ ngß¶i, chú ı Dî Hoà Vi Quı. #82t¤t cä m÷i ngß¶i ğ×ng ğánh Ngã Li­u, Ğô KhÑ Tá v¸ chªt Ba. #81
190	#c66ccffNgã Lão Hùng Mµt Xá ßu ği¬m, chính là Bì H§u#17, các ngß½i không tin cÑ vi®c Lai thØ xem, Ngã Lão Hùng tuy®t không hoàn thü!
191	#c66ccfft¤t cä m÷i ngß¶i Bi®t khi d­ con thö nhö, có cái gì Chiêu Ğô Vãng Ngã Lão Hùng trên ngß¶i Lai, Ngã Lão Hùng PhÕ Quá ThuÏ? #14
192	#c66ccffNgã Lão Hùng l§p chí tr· thành giang h° thÑ nh¤t mô phÕm hình tßşng#43MÕ không hoàn thü, Tá không trä Kh¦u.
193	#c66ccffA, chÕy mau t¾i r°i, #91#91Ngã nªu Gia Bä Kình, không th¬ bÕi b·i Na Chích TØ v¸ chªt!
194	#c66ccffluôn không h« biªt ği«u Ğích võ lâm h§u b¯i Lai qu¤y r¥y Ngã, các ngß½i chÆng l¨ không biªt ĞÕo Ngã Lão Hùng ğã tu thành Kim Cß½ng B¤t HoÕi thân Li­u? #18#18
195	#c66ccffchung ği¬m ngay tÕi trß¾c m¡t Li­u, #83#83Lão Hùng b¤t cÑ giá nào Li­u, Xung A!
196	#c66ccffr¯t cøc chÕy ğªn chung ği¬m Li­u, LuÛ Ğích Ngã xß½ng c¯t ğ«u nhanh Tän Giá Li­u. #25
197	#cff9966#3Ngã Phiêu Phiêu Áp T¦u V¸ nhß v§y phong tao, T¯i am hi¬u chÕy bµ Li­u.
198	#cff9966Ngã nªu không Minh T¡c Hî, b²ng nhiên n±i tiªng. Ca#32~Ca#32~Ca#32~Ca#32!
199	#cff9966mu¯n nói chÕy bµ, khÆng ğ¸nh Ngã Phiêu Phiêu Áp Bào thÑ nh¤t, #58chÆng l¨ các ngß½i không biªt ta s¨ Lång Ba Vi Bµ? #8
200	#cff9966nhìn th¤y con thö nhö phía trß¾c, ta là Nh¤t Chích Khoái LÕc Ğích Phiêu Phiêu Áp. #2nhìn th¤y con thö nhö lúc sau, ta là Nh¤t Chích ßu thß½ng Ğích Phiêu Phiêu Áp. #11
201	#cff9966Na Chích Lão Hùng Tß·ng Chiêm con thö nhö ti®n nghi, các v¸ ğÕi hi®p, #47nhanh ği m· rµng chính nghîa, T¤u Na Chích Hùng Ba!
202	#cff9966không phäi ta nói Nhî, cüa ngß½i võ công Thái th¤p kém Li­u, không tin, KhÑ Tá mµt chút Na Chích Hùng thØ xem! #23
203	#cff9966tÕi ğây Hàn Ng÷c C¯c Trung T¦u lâu, nói không ch×ng Ngã cûng có th¬ luy®n thành Huy«n Minh Phiêu Phiêu Chß·ng. #81#81
